District,Constituency,Name,Political Party,Votes
,KUMI,ALUO  ESTHER,INDEPENDENT,1553
,KUMI,NORMA  SUSAN OTAI,INDEPENDENT,558
,KUMI,IKIROR  KEVIN,INDEPENDENT,242
KWANIA,KWANIA,AUMA  KENNY,UPC,37497
,KWANIA,APIO  SUSAN,INDEPENDENT,7857
,KWANIA,ACOLA  JUDITH IYER OGWANG,NRM,6855
,KWANIA,AMONGI  JUDITH OLOPE,INDEPENDENT,1228
,KWANIA,AMEK  MARY GRACE,INDEPENDENT,743
KWANIA,KWANIA,ANANG  JUDITH OKAO,INDEPENDENT,475
KWEEN,KWEEN,CHERUKUT  ROSE EMMA,NRM,19479
,KWEEN,CHEKWEL  LYDIA,INDEPENDENT,13550
,KWEEN,CHEROP  IRENE,FDC,360
KYANKWANZI,KYANKWANZI,SENDAWULA  CHRISTINE BUKENYA,NRM,31546
,KYANKWANZI,NANKABIRWA  ANN  MARIA,INDEPENDENT,23189
,KYANKWANZI,COMFORTABLE  EVERYNE,NUP,8824
KYEGEGWA,KYEGEGWA,KABAHENDA  FLAVIA RWABUHORO,NRM,47844
,KYEGEGWA,KIIZA  STELLA,INDEPENDENT,29080
,KYEGEGWA,KUNIHIRA  REHEMA,NUP,4861
,KYEGEGWA,KYOGABIRWE  JACKIE MUGANDA,INDEPENDENT,42
KYENJOJO,KYENJOJO,KUNIHIRA   FAITH PHILO,NRM,75576
,KYENJOJO,BAGUMA  SPELLANZA MUHENDA,INDEPENDENT,51965
,KYENJOJO,KEMIGISA   ROSE,FDC,1562
,KYENJOJO,TIMBIGAMBA  LYNDAH,INDEPENDENT,1373
KYOTERA,KYOTERA,NANTONGO  FORTUNATE ROSE,DP,49019
,KYOTERA,NAKITENDE  RACHEAL,NRM,26137
KYOTERA,KYOTERA,NASSOLO  AISHA,FDC,539
,KYOTERA,NAKITTO  MAGRET,INDEPENDENT,464
LAMWO,LAMWO,ACORA  NANCY,INDEPENDENT,17064
,LAMWO,LANYERO  MOLLY,NRM,12862
,LAMWO,LAMUNU  NANCY,INDEPENDENT,2200
,LAMWO,NYEKO  JONES JENNIFER,ANT,1125
,LAMWO,LANYERO  SARAH OCHIENG,INDEPENDENT,1040
,LAMWO,LABOTE  FAITH BALMOI,INDEPENDENT,865
LIRA,LIRA,AUMA  LINDA AGNES,INDEPENDENT,22086
,LIRA,ONGINA  FLORENCE,NRM,19004
,LIRA,MARGARET J  ATENG OTIM,UPC,18716
,LIRA,AKELLO  GLORIA,INDEPENDENT,1947
LIRA CITY,LIRA CITY,ACENG  JANE RUTH OCERO,NRM,34054
,LIRA CITY,ATIM  JOY ONGOM,UPC,19088
,LIRA CITY,OKULLO  EUNICE ANNA,ANT,310
LUUKA,LUUKA,MBAYO  ESTHER MBULAKUBUZA,NRM,25495
,LUUKA,NAMWASE  OLIVER,INDEPENDENT,15885
LUUKA,LUUKA,NABIRYO  OLIVIA,NUP,11120
,LUUKA,ALIYINZA  GLADYS,INDEPENDENT,9406
LUWERO,LUWERO,NABUKENYA  BRENDA,NUP,76801
,LUWERO,MULONDO  CISSY,NRM,40353
,LUWERO,NAJJUKA  PROSSY,INDEPENDENT,21136
,LUWERO,NAKIGANDA  MIRRIAM,FDC,3330
,LUWERO,NAMULINDWA  JOY NABYALIIRO,INDEPENDENT,1850
,LUWERO,NANTONGO  DOREEN,INDEPENDENT,1801
,LUWERO,NANYANZI  SHIFAH WALAKIRA,JEEMA,1481
,LUWERO,NAMULINDWA  PHEOBEH,INDEPENDENT,313
LWENGO,LWENGO,NAMUJJU  CISSY DIONIZIA,NRM,37889
,LWENGO,MUWONGE  NKONGE SARAH EVELYNE,INDEPENDENT,26435
,LWENGO,NAKASAGGA  ELIZABETH,NUP,20562
,LWENGO,NAMUYANJA  CHRISTINE,DP,1107
LYANTONDE,LYANTONDE,KEMIREMBE  PAULINE KYAKA,NRM,16401
,LYANTONDE,ASIIMWE  RUTH KANYARUJU,INDEPENDENT,10076
,LYANTONDE,NAJJAGWE  RAHMAH SAAD,INDEPENDENT,4773
MADI-OKOLLO,MADI-OKOLLO,OKIA JOANNE ANIKU,NRM,
MANAFWA,MANAFWA,KITUTU  MARY GORETTI KIMONO,NRM,31324
,MANAFWA,MUTONYI  ROSE MASABA,INDEPENDENT,17061
,MANAFWA,NAMALWA  ANNET,FDC,748
,MANAFWA,KHAINZA  MILLY,INDEPENDENT,361
,MANAFWA,MUNGOMA  ANNIE,INDEPENDENT,300
MARACHA,MARACHA,DRIWARU  JENNIFER,NRM,30004
,MARACHA,AYAKA  ROSE ATIMA,INDEPENDENT,17879
,MARACHA,BAKO  JUDITH,INDEPENDENT,2753
MASAKA,MASAKA,NAMUTAAWE  JOAN,INDEPENDENT,12541
,MASAKA,NALULE  JOANITA,INDEPENDENT,11303
,MASAKA,NAMUGABE  EDITH KULABAKO,NRM,6293
,MASAKA,NAKIYEMBA  HARRIET SSEBUWUFU,NUP,4610
,MASAKA,NANZIRI  JANE GRACE,DP,671
,MASAKA,NAMYALO  DIVINE BWANIKA,FDC,173
MASAKA CITY,MASAKA CITY,NAKABUYE  JULIET KAKANDE,NUP,37024
,MASAKA CITY,BABIRYE  MARY KABANDA,DP,18203
MASAKA CITY,MASAKA CITY,NAKYEJWE  CHRISTINE,NRM,11568
,MASAKA CITY,NANYONJO  HADIJAH,INDEPENDENT,2137
,MASAKA CITY,OWAMARIA  FLORENCE,INDEPENDENT,345
,MASAKA CITY,NALUNKUMA  LYDIA,FDC,242
MASINDI,MASINDI,ASIIMWE  FLORENCE AKIIKI,NRM,44680
,MASINDI,KAHOMBO  MILDRED KAKUSYA,INDEPENDENT,27950
,MASINDI,KASANGAKI  LILIAN,INDEPENDENT,10686
MAYUGE,MAYUGE,NAKADAMA  RUKIA ISANGA,NRM,48951
,MAYUGE,MUKODA  JULIE ZABWE,INDEPENDENT,31445
,MAYUGE,NAKAYIZA  RITAH MATHUR,NUP,31142
,MAYUGE,NAWANZIGE  FLORENCE,FDC,2058
,MAYUGE,KAUMA  VIVIAN,DP,1303
,MAYUGE,KADHAYA  BRENDA,INDEPENDENT,1254
MBALE,MBALE,MUKHAYE  MIRIAM,INDEPENDENT,29073
,MBALE,MUSUYA   SOOBI ANNET FLORENCE,NRM,25864
,MBALE,LUNYOLO   SYLVIA AISHA,INDEPENDENT,8287
,MBALE,KAKAI  JUDITH,NUP,3941
MBALE,MBALE,NAFUNA   PHIONA,FDC,1448
,MBALE,NANDUTU  SUSAN MWALYE,INDEPENDENT,1269
MBALE CITY,MBALE CITY,NAKAYENZE  CONNIE GALIWANGO,INDEPENDENT,40729
,MBALE CITY,WANYOTO  LYDIA MUTENDE,NRM,25276
,MBALE CITY,MASIBO  ROBINAH NADUNGA,NUP,6565
,MBALE CITY,NAMBUYA  MAIMUNA,FDC,1852
,MBALE CITY,LUWUNGULE  SHADIA,INDEPENDENT,1382
,MBALE CITY,NANSUBUGA  RACHAEL KAKUNGULU,INDEPENDENT,643
MBARARA,MBARARA,AYEBARE  MARGARET,NRM,36638
,MBARARA,ATUHAIRE  JULIET KICONCO KAMUSHANA,INDEPENDENT,11603
MBARARA CITY,MBARARA CITY,ATUKWASA  RITA,INDEPENDENT,18738
,MBARARA CITY,KICONCO  BONNIE KASHAIJA MUTUNGI,NRM,18560
,MBARARA CITY,ATUSASIRE  AGATHA,FDC,12890
,MBARARA CITY,KYOMUGISHA  DONA,INDEPENDENT,1299
,MBARARA CITY,NUMBER ONE  IRENE,INDEPENDENT,324
MITOOMA,MITOOMA,AGASHA  JULIET BASHIISHA,NRM,34736
,MITOOMA,KAMATEEKA  JOVAH KARAMAGI,INDEPENDENT,16148
MITOOMA,MITOOMA,KYARAMPE  REBECCA,INDEPENDENT,13974
,MITOOMA,KAMAYONZA  COSTANCE,NUP,964
MITYANA,MITYANA,BAGALA  JOYCE NTWATWA,NUP,64633
,MITYANA,NABAKOOBA  JUDITH NALULE,NRM,48322
,MITYANA,NABALISA  BRENDA,INDEPENDENT,1515
MOROTO,MOROTO,ATYANG  STELLA,NRM,18978
,MOROTO,APIO  LUCY CHEGEM,INDEPENDENT,3147
,MOROTO,LORIKA  DINAH ADUPA,INDEPENDENT,1666
,MOROTO,ANGELLA  ZAINAB ALI,NUP,473
,MOROTO,ANGOLERE  CAROLINE,INDEPENDENT,30
MOYO,MOYO,MORIKU  JOYCE KADUCU,NRM,18403
,MOYO,BAYOA  JULIET AUCURU,INDEPENDENT,4015
,MOYO,CHANDIA  BENADETTE KODILI,INDEPENDENT,2734
MPIGI,MPIGI,NAMBOOZE  TEDDY,NUP,48164
,MPIGI,NAKAWUNDE  SARAH TEMULANDA,NRM,25343
,MPIGI,NAKINTU  JOANITA LULE,INDEPENDENT,7297
,MPIGI,NAYIGA  SAIT,INDEPENDENT,2987
MPIGI,MPIGI,NALUYANGE  JAMIRAH,ANT,1634
MUBENDE,MUBENDE,NAKAZIBWE  HOPE GRANIA,NRM,69286
,MUBENDE,NABAWANUKA  SUMAYAH,NUP,45571
,MUBENDE,NALUSIBA  ALLEN,INDEPENDENT,1404
MUKONO,MUKONO,NABUKEERA  HANIFA HUSSEIN,NUP,102162
,MUKONO,NAKAVUBU  MARGARET BAKUBI,NRM,49363
,MUKONO,NALUGO  MARY MARGARET,INDEPENDENT,12601
,MUKONO,NALUMU  MERHAB KIRIGWAJJO,DP,11791
,MUKONO,NASSIMBWA  NANCY,FDC,6101
,MUKONO,MWIRU  VICTORIA,INDEPENDENT,3684
,MUKONO,NAKINTU  SARAH,ANT,1721
NABILATUK,NABILATUK,AWAS  SYLVIA VICKY,NRM,7929
,NABILATUK,MANIMAN  AKOL RISA ANNE,INDEPENDENT,5600
,NABILATUK,ADAMS  HADIJAH,INDEPENDENT,1754
,NABILATUK,LOKUBAL  EMMA,INDEPENDENT,869
NAKAPIRIPIRIT,NAKAPIRIPIRIT,ANYAKUN  ESTHER DAVINIA,NRM,19988
,NAKAPIRIPIRIT,IRIAMA  ROSE,INDEPENDENT,3526
NAKASEKE,NAKASEKE,NAJJUMA  SARAH,NRM,30298
,NAKASEKE,NAKAWOOYA  ESTHER,DP,19182
,NAKASEKE,MIREMBE  ALLEN MUVAARA,INDEPENDENT,11196
,NAKASEKE,NAKALEMA  VIOLET,NUP,10585
NAKASONGOLA,NAKASONGOLA,ZAWEDDE  VICTORIOUS,INDEPENDENT,28325
,NAKASONGOLA,KOMUHANGI  MARGARET,NRM,19718
,NAKASONGOLA,NAMANYA  BETTY,INDEPENDENT,5443
,NAKASONGOLA,NALUJJA  LYDIA,FDC,1764
NAMAYINGO,NAMAYINGO,MAKHOHA  MARGARET,INDEPENDENT,25171
,NAMAYINGO,MUKISA  ROBINA HOPE,NRM,23471
,NAMAYINGO,WERE  BEATRICE NABWIRE,ANT,10525
NAMISINDWA,NAMISINDWA,KAYAGI  SARAH NETALISIRE,NRM,40792
,NAMISINDWA,NAKAZIBWE  FARIDAH NEKESA,FDC,10243
,NAMISINDWA,WANYENYA  LEAH JULIET,INDEPENDENT,5689
NAMUTUMBA,NAMUTUMBA,NAIGAGA  MARIAM,NRM,32320
,NAMUTUMBA,NAKISITA  BETTY MPONGO,INDEPENDENT,25348
,NAMUTUMBA,MUSUBIKA  FALIDA,NUP,8364
NAMUTUMBA,NAMUTUMBA,BANGI  BRENDA,INDEPENDENT,3077
,NAMUTUMBA,BALAMBA  ELIZABETH,INDEPENDENT,527
NAPAK,NAPAK,NAKUT  FAITH LORU,NRM,20250
,NAPAK,NAMOE  STELLA NYOMERA,INDEPENDENT,15051
NEBBI,NEBBI,ACIBU  AGNES,NRM,39828
,NEBBI,BITHOLA  IRENE,FDC,12984
,NEBBI,ABEDICHAN  MERCY REBECCA,INDEPENDENT,8037
,NEBBI,AOL  JACQUELINE RAMA,INDEPENDENT,7435
,NEBBI,OROMBI  ANNET,INDEPENDENT,2094
NGORA,NGORA,APOLOT  STELLA ISODO,FDC,20272
,NGORA,AMONGIN  JACQUILINE,NRM,13954
,NGORA,NAMUSANA  FAITH,DP,203
,NGORA,ANGENYO  ANNET,ANT,156
NTOROKO,NTOROKO,TUMWINE  ANNE MARY,NRM,9787
,NTOROKO,MUJUNGU  JENNIFER K,INDEPENDENT,9679
,NTOROKO,KARUNGI  MONICA,INDEPENDENT,2276
NTUNGAMO,NTUNGAMO,KAMATENETI  JOSYLINE,NRM,156022
NTUNGAMO,NTUNGAMO,NAMARA  CATHERINE MASIKO,INDEPENDENT,9175
,NTUNGAMO,NAMARA  DEBORAH,FDC,4789
,NTUNGAMO,SAYUNI  CRANIMH,ANT,4641
NWOYA,NWOYA,ACHAN  JUDITH PEACE,NRM,12485
,NWOYA,ADONG  LILLY,INDEPENDENT,10706
,NWOYA,ADYERO  SHILLA,INDEPENDENT,1408
,NWOYA,KIBWOTA  BETTY,INDEPENDENT,515
,NWOYA,ATIM  JENNIFER OGABA,DP,444
,NWOYA,KIJANGE  STELLA LAJIRI,INDEPENDENT,348
OBONGI,OBONGI,MANENO  ZUMURA,NRM,3868
,OBONGI,JOYO  HARRIET,INDEPENDENT,3122
,OBONGI,ATAYA  SURAYA,INDEPENDENT,2696
,OBONGI,EDEA  JOYCE KUPAJO,FDC,2173
,OBONGI,AYIKE  REHEMA BALE,INDEPENDENT,776
OMORO,OMORO,LAMWAKA  CATHERINE,NRM,17565
,OMORO,LAIKA  BETTY SHEREED,INDEPENDENT,7223
,OMORO,AKECH  BETTY GRACE OKULLO,INDEPENDENT,4111
OMORO,OMORO,ALANYO  PROSSY OWINY,FDC,2944
,OMORO,LALAM  BETTY KILAMA,DP,1900
,OMORO,LANYERO  GRACE PAMELLA,INDEPENDENT,1170
,OMORO,AKERA  SOPHIE GIOVANA,INDEPENDENT,519
,OMORO,AMITO  TEDDY,ANT,233
OTUKE,OTUKE,ABEJA  SUSAN JOLLY,INDEPENDENT,17022
,OTUKE,AKELLO  SILVIA,NRM,15752
,OTUKE,OGWANG  PASKA GRACE,DP,300
OYAM,OYAM,ALUM  SANTA SANDRA OGWANG,UPC,90787
,OYAM,ACAYO  SANTA,NRM,9424
PADER,PADER,ACIRO  PASKA MENYA,INDEPENDENT,22606
,PADER,LOWILA  CD OKETAYOT,NRM,19687
,PADER,ODONG  VICKY NORAH,INDEPENDENT,1938
,PADER,LAKOT  CHRISTINE,FDC,1549
PAKWACH,PAKWACH,AVUR  JANE PACUTO,NRM,29594
,PAKWACH,BAKIHT  SARAH,INDEPENDENT,15708
,PAKWACH,AWEKONIMUNGU  PROSCOVIA,FDC,3154
PAKWACH,PAKWACH,OCWII  SOPHY,INDEPENDENT,669
,PAKWACH,OROMA  EMMANUELLA,INDEPENDENT,233
PALLISA,PALLISA,KAALA  KEVIN OJINGA,NRM,30350
,PALLISA,IBASERET  JOSEPHINE NKIBS,INDEPENDENT,29381
,PALLISA,ACHOLA  CATHERINE,INDEPENDENT,20235
,PALLISA,ABBO  JANE,NUP,4113
,PALLISA,MAGEZI  FORTUNATE FAVOUR NAOMI,INDEPENDENT,625
RAKAI,RAKAI,SUUBI  KINYAMATAMA JULIET K,INDEPENDENT,34291
,RAKAI,NALUBEGA  GRACE,NUP,19682
,RAKAI,LUBYAYI  ASHA KAYANJA,NRM,16634
,RAKAI,TASHABWA  FAITH,INDEPENDENT,11240
,RAKAI,KIKANSHEMEZA  NOWERENA,INDEPENDENT,306
RUBANDA,RUBANDA,AKAMPURIRA  PROSSY MBABAZI,NRM,44618
,RUBANDA,NINSIIMA  EVELYNE,INDEPENDENT,33500
RUBIRIZI,RUBIRIZI,KESANDE  GRACE BATARINGAYA,NRM,28667
,RUBIRIZI,AMANYA  JUDITH,INDEPENDENT,19474
RUKIGA,RUKIGA,KAMUSIIME  CAROLINE,NRM,19908
RUKIGA,RUKIGA,ATURINDA  ELIZABETH,INDEPENDENT,14558
,RUKIGA,ATUKUNDA  ABU VICTORIA ABIGAIL,INDEPENDENT,3500
,RUKIGA,NIWASASIRA  FORTUNATE,INDEPENDENT,526
,RUKIGA,ATURINDA  JUDITH,FDC,419
RUKUNGIRI,RUKUNGIRI,NATUKUNDA  MIDIUS,NRM,62570
,RUKUNGIRI,BAMUKWATSA  BETTY,FDC,35681
,RUKUNGIRI,NABAASA  INNOCENT KASHOBERA,INDEPENDENT,6376
,RUKUNGIRI,BABIHUGA  WINNIE JOSELYN,INDEPENDENT,6046
RWAMPARA,RWAMPARA,ASIIMWE  MUSIIME  MOLLY,NRM,22782
,RWAMPARA,KANSIIME  ANNAH,INDEPENDENT,17788
SERERE,SERERE,ADOA  HELLEN,NRM,50254
,SERERE,ALASO  ALICE,ANT,19424
,SERERE,AKIROR  IREN SUZAN,INDEPENDENT,4482
,SERERE,ASEGE  AGNES,FDC,2500
,SERERE,ATIM  MIRIAM,NUP,637
SHEEMA,SHEEMA,NYAKIKONGORO  ROSEMARY,NRM,39982
,SHEEMA,ATUHAIRE  JACKLET,INDEPENDENT,34399
SHEEMA,SHEEMA,KATUSIIME  ADRINE,INDEPENDENT,6971
SIRONKO,SIRONKO,WAMALA  NAMBOZO FLORENCE,INDEPENDENT,31119
,SIRONKO,MAFABI  ASHA NABULO,NRM,29744
,SIRONKO,WADADA  FEMIAR,FDC,17891
,SIRONKO,NNAKAYENZE  AISHA,NUP,2743
,SIRONKO,KAYEGI  EVA,INDEPENDENT,1192
,SIRONKO,GIBU  JULIET GIBBS BERTOLINO,INDEPENDENT,535
,SIRONKO,NADUNGA  HILDA,INDEPENDENT,530
SOROTI,SOROTI,ADEKE  ANNA EBAJU,FDC,34709
,SOROTI,AMIGO  LEAH JESCA,NRM,15910
,SOROTI,OSEGGE  ANGELLINE ASIO,INDEPENDENT,14318
SOROTI CITY,SOROTI CITY,ACOM  JOAN ALOBO,FDC,10670
,SOROTI CITY,AKOPE  CAROLINE AISU,INDEPENDENT,9359
,SOROTI CITY,ISEET  JULIAN FEDE,NRM,7631
,SOROTI CITY,AMULO  EMILLY SHEILLA,INDEPENDENT,1338
,SOROTI CITY,ADYANGO  RACHEL FRANCES,INDEPENDENT,701
,SOROTI CITY,ADECHO  ELIZABETH,INDEPENDENT,609
SOROTI CITY,SOROTI CITY,ASIO  GRACE ONGOROK,NUP,596
SSEMBABULE,SSEMBABULE,BEGUMISA MARY,NRM,
TEREGO,TEREGO,OBIGAH  ROSE,NRM,19733
,TEREGO,ONYIRU  SARAH,INDEPENDENT,13798
,TEREGO,ATAKO  AMINA,ANT,8131
,TEREGO,ANGUPALE  ANIMU,INDEPENDENT,6660
,TEREGO,DRICIRU  LUCY,DP,1789
TORORO,TORORO,ACHIENG  SARAH OPENDI,NRM,76662
,TORORO,AYO  JANCITA,INDEPENDENT,69011
,TORORO,ABBO  ROSE MARY OWERE,FDC,7398
,TORORO,OJAKA  DIANA,INDEPENDENT,2991
,TORORO,ABWIN  SARAH EMOJONG,INDEPENDENT,1290
WAKISO,WAKISO,NALUYIMA  BETTY  ETHEL,NUP,364991
,WAKISO,NANSUBUGA  ROSEMARY SENINDE,NRM,156371
,WAKISO,NAKANJAKO  MARIAM NAKATO,JEEMA,16598
,WAKISO,NAKIRYA  JACKIE PROVIDENCE,DP,11592
,WAKISO,NAMUGGA  GRACE,FDC,9562
YUMBE,YUMBE,AVAKO  MELSA NAIMA GULE,NRM,38712
,YUMBE,DRIWARU  ZAITUN,INDEPENDENT,30102
,YUMBE,CHARITY  FARIDA,INDEPENDENT,3500
ZOMBO,ZOMBO,AFOYOCHAN  ESTHER,NRM,44192
,ZOMBO,ADONG  SARAH,DP,17254
CATEGORY:            UPDF Representative,,,,
,FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,NEKESA VICTOR,,339
,FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,BEINABABO CHARITY RUBYAKANA,,282
,FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,ALANYO JENNIFER,,276
,FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,MWANGA SUSAN,,247
,FEMALE MEMBER OF PARLIAMENT REPRESENTING UPDF,,,
,MEMBER OF PARLIAMENT REPRESENTING UPDF,MUHOOZI R DAVID,,335
,MEMBER OF PARLIAMENT REPRESENTING UPDF,MUGIRA JAMES,,239
,MEMBER OF PARLIAMENT REPRESENTING UPDF,WAMALA EDWARD KATUMBA,,228
,MEMBER OF PARLIAMENT REPRESENTING UPDF,MASIKO N. HENRY,,223
,MEMBER OF PARLIAMENT REPRESENTING UPDF,ELWELU PETER,,218
,MEMBER OF PARLIAMENT REPRESENTING UPDF,KAVUMA SAM,,204
,MEMBER OF PARLIAMENT REPRESENTING UPDF,MBADI MBASU WILSON,,184
,MEMBER OF PARLIAMENT REPRESENTING UPDF,GUTTI ANDREW,,135
,MEMBER OF PARLIAMENT REPRESENTING UPDF,AWANY CHARLES OTEMA,,129
,MEMBER OF PARLIAMENT REPRESENTING UPDF,LUTAAYA L CHARLES,,126
,MEMBER OF PARLIAMENT REPRESENTING UPDF,OGIKI BOB PACIESKY,,112
,MEMBER OF PARLIAMENT REPRESENTING UPDF,OKIDING SAM,,106
,MEMBER OF PARLIAMENT REPRESENTING UPDF,TUMWINE ELLY,,104
,MEMBER OF PARLIAMENT REPRESENTING UPDF,KIWANUKA SAM,,83
,MEMBER OF PARLIAMENT REPRESENTING UPDF,KISAME MIKE SAMUEL,,71
,MEMBER OF PARLIAMENT REPRESENTING UPDF,KINALWA JIMMY,,63
,MEMBER OF PARLIAMENT REPRESENTING UPDF,CHEMO C FRANCIS,,50
CATEGORY:            Workers Representative,,,,
,FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,ABWOLI KUNIHIRA AGNES,NRM,332
,FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,BIRUNGI ANNET,INDEPENDENT,161
,FEMALE MEMBER OF PARLIAMENT REPRESESNTING WORKERS,,,
,WORKERS REPRESENTATIVES TO PARLIAMENT,RWABUSHAIJA MARGRET NAMUBIRU,INDEPENDENT,291
,WORKERS REPRESENTATIVES TO PARLIAMENT,ARINAITWE RWAKAJARA,NRM,271
,WORKERS REPRESENTATIVES TO PARLIAMENT,BAKKABULINDI CHARLES,NRM,228
,WORKERS REPRESENTATIVES TO PARLIAMENT,BYAKATONDA ABDULHU,INDEPENDENT,174
,WORKERS REPRESENTATIVES TO PARLIAMENT,AMANYIRE SAM,INDEPENDENT,151
,WORKERS REPRESENTATIVES TO PARLIAMENT,WANZUSI ROBERT,INDEPENDENT,149
,WORKERS REPRESENTATIVES TO PARLIAMENT,NAMIREMBE AGATHA AREMBE,NRM,131
,WORKERS REPRESENTATIVES TO PARLIAMENT,LYOMOKI SAM,NRM,114
,WORKERS REPRESENTATIVES TO PARLIAMENT,OBUKU EKWARO ANTHONY,INDEPENDENT,101
,WORKERS REPRESENTATIVES TO PARLIAMENT,OWERE USHER WILSON,INDEPENDENT,70
,WORKERS REPRESENTATIVES TO PARLIAMENT,WANYAMA ANTHONY,INDEPENDENT,31
,WORKERS REPRESENTATIVES TO PARLIAMENT,ANKUNDA ELISAH MUKURU,INDEPENDENT,28
,WORKERS REPRESENTATIVES TO PARLIAMENT,AGAN MARY APUUN,INDEPENDENT,15
,WORKERS REPRESENTATIVES TO PARLIAMENT,OBITA ANDREW STEWART,INDEPENDENT,15
,WORKERS REPRESENTATIVES TO PARLIAMENT,MANDHAWUN PACHAL,INDEPENDENT,13
,WORKERS REPRESENTATIVES TO PARLIAMENT,KIGANDA TWAHA,INDEPENDENT,12
,WORKERS REPRESENTATIVES TO PARLIAMENT,NUHOTWEMEREIRE MOSES,INDEPENDENT,5
,WORKERS REPRESENTATIVES TO PARLIAMENT,CHEROP GODFREY MWANGA,INDEPENDENT,3
CATEGORY:            PWD Representative,,,,
,FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,KANUSHU LAURA,NRM,538
,FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,NALULE SAFIA JUUKO,INDEPENDENT,175
,FEMALE   MEMBER OF PARLIAMENT REPRESENTING PWDs,NASIRUMBI AGNES,INDEPENDENT,10
,MEMBER OF PARLIAMENT REPRESENTING PWDs,ASAMO HELLEN GRACE,NRM,594
,MEMBER OF PARLIAMENT REPRESENTING PWDs,NDEEZI ALEX,NRM,519
,MEMBER OF PARLIAMENT REPRESENTING PWDs,ACAN JOYCE OKENY,NRM,458
,MEMBER OF PARLIAMENT REPRESENTING PWDs,MPINDI BUMALI,INDEPENDENT,413
,MEMBER OF PARLIAMENT REPRESENTING PWDs,KATURAMU HOOD KIRIBEDDA,NRM,293
,MEMBER OF PARLIAMENT REPRESENTING PWDs,ACHAYO OBOI ROSE,INDEPENDENT,281
,MEMBER OF PARLIAMENT REPRESENTING PWDs,NGIRABAKUNZI EDSON,INDEPENDENT,122
,MEMBER OF PARLIAMENT REPRESENTING PWDs,OUMA DENIS,FDC,23
,MEMBER OF PARLIAMENT REPRESENTING PWDs,MUGWANYA FRANCIS,INDEPENDENT,19
,MEMBER OF PARLIAMENT REPRESENTING PWDs,NSUBUGA AARON BATULUMAYO,INDEPENDENT,7
,MEMBER OF PARLIAMENT REPRESENTING PWDs,CANDIA EMMANUEL,FDC,4
,MEMBER OF PARLIAMENT REPRESENTING PWDs,AMPEREZA DANIEL BRIAN,ANT,3
,MEMBER OF PARLIAMENT REPRESENTING PWDs,OLANYA FRANCIS,DP,1
,MEMBER OF PARLIAMENT REPRESENTING PWDs,ANGUYO RICHARD ROY,ANT,0
CATEGORY:            Youth Representative,,,,
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,NYAMUTORO PHIONA,NRM,296
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,TUKAMUSHABA PRIMA,INDEPENDENT,66
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,BUSOMOKE MARCELINA,INDEPENDENT,28
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,AMONGIN PRISCA NANGIRO,INDEPENDENT,15
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,MUSENERO HAJIRA,INDEPENDENT,11
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,KAIJA DOREEN,NUP,3
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,KASEKENDE ANGELLA NAKUYA,INDEPENDENT,3
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,NATUKUNDA CHARLOTTE,INDEPENDENT,3
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,KENYAGI JANETI KIKWAYA,INDEPENDENT,2
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,KEMBABAZI DOREEN,INDEPENDENT,1
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,MUHOOZA DESIRE,INDEPENDENT,0
,FEMALE MEMBER OF PARLIAMENT REPRESENTING YOUTH,MUSIIMENTA GWENDOLINN,INDEPENDENT,0
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),KIRABO AGNES,NRM,780
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),BWOWE IVAN,INDEPENDENT,85
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),KATONGOLE MIKE,INDEPENDENT,78
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),SSENYONGA SIMON,INDEPENDENT,49
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),ZIRITWAULA ABDU KALIM,INDEPENDENT,9
,MEMBER OF PARLIAMENT REPRESENTING YOUTH (CENTRAL REGION),KASUMBA JAVIIRA JOE,FDC,2
